movieId,label
1327,11
1327,9
1328,10
1329,10
1330,10
1331,10
1332,10
1332,9
1333,10
1333,9
1334,10
1334,12
1335,10
1335,11
1336,10
1336,9
1337,6
1337,10
1337,9
1339,4
1339,10
1339,5
1339,9
1340,6
1340,10
1340,12
1341,10
1342,10
1342,9
1343,9
1344,8
1344,6
1344,9
1345,6
1345,4
1345,10
1345,9
1346,6
1346,4
1346,10
1347,10
1347,9
1348,10
1349,10
1350,10
1350,11
1350,9
1351,8
1351,6
1351,9
1352,8
1352,9
1353,3
1353,6
1353,5
1354,6
1354,11
1355,10
1355,9
1356,7
1356,0
1356,12
1356,9
1357,6
1357,5
1358,6
1359,2
1359,3
1360,6
1361,14
1363,6
1364,6
1365,6
1366,6
1367,0
1367,2
1367,3
1368,6
1369,6
1369,9
1370,7
1370,0
1370,9
1371,0
1371,12
1372,7
1372,11
1372,12
1373,7
1373,12
1374,7
1374,0
1374,12
1374,9
1375,7
1375,0
1375,12
1376,0
1376,3
1376,12
1377,7
1377,8
1378,7
1378,3
1378,17
1379,7
1379,17
1380,3
1380,16
1380,5
1381,3
1381,16
1381,5
1382,7
1382,6
1383,7
1383,12
1384,6
1385,7
1385,6
1385,9
1386,17
1387,7
1387,10
1388,10
1388,9
1389,7
1389,10
1390,3
1391,7
1391,3
1391,12
1392,3
1392,6
1393,6
1393,5
1394,3
1395,3
1395,6
1396,7
1396,3
1396,8
1396,6
1396,12
1397,6
1398,5
1398,15
1399,6
1400,6
1401,6
1404,8
1404,6
1405,0
1405,1
1405,3
1405,8
1406,8
1406,6
1406,11
1406,9
1407,3
1407,10
1407,11
1407,9
1408,7
1408,5
1408,15
1408,17
1409,3
1409,6
1409,4
1409,5
1410,3
1410,6
1411,8
1411,6
1411,5
1412,6
1413,6
1414,3
1415,8
1415,6
1415,5
1416,6
1416,16
1417,6
1419,0
1419,6
1420,14
1421,14
1422,8
1422,6
1422,11
1422,9
1423,6
1424,7
1425,3
1426,2
1427,7
1427,9
1428,6
1429,7
1429,0
1429,3
1429,9
1430,3
1430,9
1431,7
1431,3
1432,7
1432,3
1432,8
1432,6
1432,9
1433,10
1433,12
1433,9
1434,7
1436,3
1437,6
1438,7
1438,9
1439,3
1440,3
1441,3
1441,5
1442,6
1443,14
1444,3
1445,3
1445,15
1446,3
1446,6
1447,8
1448,14
1449,3
1450,15
1453,3
1453,5
1454,3
1454,6
1455,3
1455,5
1456,3
1457,3
1457,6
1457,5
1458,6
1458,4
1458,5
1459,11
1459,9
1460,2
1460,3
1460,11
1461,3
1462,14
1463,3
1463,5
1464,8
1464,6
1464,4
1464,18
1464,11
1464,5
1465,7
1465,6
1466,8
1466,6
1467,3
1467,6
1468,3
1468,5
1470,14
1471,6
1472,8
1472,9
1473,7
1473,3
1473,8
1473,6
1474,2
1474,3
1475,5
1476,3
1476,6
1477,5
1479,7
1479,5
1479,12
1479,9
1480,6
1480,9
1482,3
1482,6
1483,6
1483,9
1484,3
1484,6
1484,11
1484,5
1485,3
1486,6
1487,6
1487,16
1488,7
1488,6
1488,9
1489,1
1489,2
1489,16
1490,3
1493,5
1495,7
1495,0
1495,2
1496,6
1496,5
1497,7
1498,6
1498,5
1499,7
1499,0
1499,9
1500,3
1500,8
1500,5
1501,8
1502,6
1502,5
1503,3
1504,6
1507,6
1507,15
1508,6
1509,6
1510,6
1511,3
1511,5
1513,3
1514,5
1515,7
1515,6
1515,9
1516,3
1517,7
1517,0
1517,3
1518,7
1518,9
1519,6
1520,5
1522,6
1523,7
1523,8
1523,5
1524,6
1525,7
1525,0
1525,2
1525,4
1526,3
1527,7
1527,0
1527,3
1527,12
1528,3
1529,3
1529,6
1531,6
1532,3
1533,6
1534,6
1535,6
1535,5
1537,3
1537,6
1537,5
1538,0
1538,2
1539,3
1539,8
1541,3
1541,5
1542,3
1542,6
1542,5
1543,6
1544,7
1544,0
1544,12
1544,9
1545,6
1546,3
1547,2
1547,6
1548,6
1549,6
1549,5
1550,3
1550,5
1551,0
1551,2
1551,6
1552,7
1552,0
1552,9
1553,3
1554,6
1554,5
1555,6
1556,7
1556,5
1556,9
1557,6
1558,3
1559,6
1561,3
1562,7
1562,0
1562,4
1562,9
1563,6
1564,3
1564,6
1564,5
1565,3
1565,9
1566,0
1566,1
1566,2
1566,3
1566,16
1567,6
1568,8
1568,6
1568,11
1569,3
1569,5
1570,10
1570,12
1571,3
1571,5
1572,6
1573,7
1573,8
1573,6
1573,9
1574,5
1575,6
1577,6
1578,8
1579,6
1580,7
1580,3
1580,12
1581,3
1582,0
1582,2
1583,2
1583,4
1584,6
1584,12
1585,3
1586,7
1586,6
1587,7
1587,0
1587,4
1588,2
1588,3
1589,7
1589,8
1589,6
1589,9
1590,10
1590,12
1590,9
1591,7
1591,0
1591,12
1591,9
1592,2
1592,3
1593,3
1593,5
1594,3
1594,6
1595,0
1595,2
1595,6
1596,6
1597,6
1597,11
1597,5
1597,9
1598,8
1598,6
1598,9
1599,7
1600,6
1600,5
1601,8
1601,6
1601,18
1602,3
1603,10
1603,12
1603,9
1604,7
1604,3
1605,0
1605,5
1606,7
1606,0
1608,7
1608,9
1609,6
1609,9
1610,7
1610,0
1610,9
1611,6
1611,5
1612,3
1613,6
1614,3
1615,0
1615,6
1616,7
1616,9
1616,15
1617,8
1617,18
1617,11
1617,9
1619,0
1619,6
1619,15
1620,8
1620,6
1620,11
